Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 27.11.1982,15:00,Darmstadt 98,1:0,FC Augsburg
Sa. 27.11.1982,15:00,Hessen Kassel,2:0,Bayer 05
Sa. 27.11.1982,15:00,Stuttg. Kickers,4:1,SC Freiburg
Sa. 27.11.1982,15:00,MSV Duisburg,1:1,Union Solingen
Sa. 27.11.1982,15:00,RW Essen,5:0,Schloß-Neuhaus
Sa. 27.11.1982,15:00,Hannover 96,2:2,Lüttringhausen
Sa. 27.11.1982,15:00,Fortuna Köln,0:0,Alem. Aachen
Sa. 27.11.1982,15:00,SpVgg Fürth,2:2,K. Offenbach
Sa. 27.11.1982,15:00,VfL Osnabrück,0:2,W. Mannheim
Sa. 27.11.1982,15:00,Wattenscheid 09,1:1,FSV Frankfurt
