Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 26.03.1983,15:00,VfL Osnabrück,1:1,Darmstadt 98
Sa. 26.03.1983,15:00,W. Mannheim,4:1,Hannover 96
Sa. 26.03.1983,15:00,FSV Frankfurt,1:3,Alem. Aachen
Sa. 26.03.1983,15:00,RW Essen,1:1,SpVgg Fürth
Sa. 26.03.1983,15:00,K. Offenbach,1:1,Stuttg. Kickers
Sa. 26.03.1983,15:00,FC Augsburg,1:1,Bayer 05
Sa. 26.03.1983,15:00,MSV Duisburg,2:0,Wattenscheid 09
Sa. 26.03.1983,15:00,Union Solingen,0:2,Hessen Kassel
Sa. 26.03.1983,15:00,Schloß-Neuhaus,1:1,Fortuna Köln
Mi. 13.04.1983,19:00,Lüttringhausen,1:0,SC Freiburg
