Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 07.08.1982,15:00,Bayer 05,3:1,Wattenscheid 09
Sa. 07.08.1982,15:00,Alem. Aachen,0:0,Darmstadt 98
Sa. 07.08.1982,15:00,K. Offenbach,4:0,VfL Osnabrück
Sa. 07.08.1982,15:00,Fortuna Köln,2:0,Hessen Kassel
Sa. 07.08.1982,15:00,Stuttg. Kickers,4:0,Hannover 96
Sa. 07.08.1982,15:00,Lüttringhausen,4:2,SpVgg Fürth
Sa. 07.08.1982,15:00,FC Augsburg,0:0,RW Essen
Sa. 07.08.1982,15:00,FSV Frankfurt,2:1,MSV Duisburg
Sa. 07.08.1982,15:00,Schloß-Neuhaus,0:2,W. Mannheim
Sa. 07.08.1982,15:00,SC Freiburg,2:2,Union Solingen
