Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 04.12.1982,15:00,Bayer 05,2:1,Hannover 96
Sa. 04.12.1982,15:00,Lüttringhausen,2:2,Darmstadt 98
Sa. 04.12.1982,15:00,FC Augsburg,1:0,Wattenscheid 09
Sa. 04.12.1982,15:00,FSV Frankfurt,2:0,SpVgg Fürth
Sa. 04.12.1982,15:00,Schloß-Neuhaus,0:1,MSV Duisburg
Sa. 04.12.1982,15:00,SC Freiburg,1:1,W. Mannheim
Sa. 04.12.1982,15:00,Alem. Aachen,1:1,Hessen Kassel
Sa. 04.12.1982,15:00,Stuttg. Kickers,2:1,Fortuna Köln
Sa. 04.12.1982,15:00,Union Solingen,1:3,VfL Osnabrück
Sa. 04.12.1982,15:00,K. Offenbach,3:0,RW Essen
