Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 29.01.1983,14:30,FC Augsburg,0:0,W. Mannheim
Sa. 29.01.1983,15:00,K. Offenbach,2:1,Schloß-Neuhaus
Sa. 29.01.1983,15:00,Lüttringhausen,3:2,VfL Osnabrück
Sa. 29.01.1983,15:00,Bayer 05,1:3,MSV Duisburg
Sa. 29.01.1983,15:00,Stuttg. Kickers,4:0,SpVgg Fürth
Sa. 29.01.1983,15:00,FSV Frankfurt,1:1,Union Solingen
Sa. 29.01.1983,15:00,Fortuna Köln,1:2,Wattenscheid 09
Sa. 29.01.1983,15:00,Hessen Kassel,1:0,Darmstadt 98
Sa. 12.02.1983,15:00,Alem. Aachen,0:0,RW Essen
Do. 31.03.1983,19:00,SC Freiburg,2:0,Hannover 96
