Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 06.11.1982,15:00,Bayer 05,3:1,Alem. Aachen
Sa. 06.11.1982,15:00,VfL Osnabrück,2:1,RW Essen
Sa. 06.11.1982,15:00,K. Offenbach,5:1,Hannover 96
Sa. 06.11.1982,15:00,W. Mannheim,4:0,SpVgg Fürth
Sa. 06.11.1982,15:00,FSV Frankfurt,3:6,Hessen Kassel
Sa. 06.11.1982,15:00,Schloß-Neuhaus,3:1,Darmstadt 98
Sa. 06.11.1982,15:00,Union Solingen,2:1,Wattenscheid 09
Sa. 06.11.1982,15:00,FC Augsburg,1:1,Fortuna Köln
Sa. 06.11.1982,15:00,Lüttringhausen,4:1,Stuttg. Kickers
Sa. 06.11.1982,15:00,MSV Duisburg,1:1,SC Freiburg
