Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 05.03.1983,15:00,Fortuna Köln,4:0,VfL Osnabrück
Sa. 05.03.1983,15:00,Hessen Kassel,3:1,MSV Duisburg
Sa. 05.03.1983,15:00,Lüttringhausen,1:1,K. Offenbach
Sa. 05.03.1983,15:00,Stuttg. Kickers,2:4,W. Mannheim
Sa. 05.03.1983,15:00,Hannover 96,4:0,RW Essen
Sa. 05.03.1983,15:00,SC Freiburg,2:1,Wattenscheid 09
Sa. 05.03.1983,15:00,FC Augsburg,2:1,FSV Frankfurt
Sa. 05.03.1983,15:00,Bayer 05,3:0,Schloß-Neuhaus
Sa. 05.03.1983,15:00,Darmstadt 98,3:0,SpVgg Fürth
Sa. 05.03.1983,15:00,Alem. Aachen,2:1,Union Solingen
