Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 26.02.1983,15:00,Wattenscheid 09,4:2,Darmstadt 98
Sa. 26.02.1983,15:00,W. Mannheim,5:1,Alem. Aachen
Sa. 26.02.1983,15:00,MSV Duisburg,2:3,Fortuna Köln
Do. 31.03.1983,19:00,Schloß-Neuhaus,1:2,Lüttringhausen
Do. 31.03.1983,19:00,RW Essen,6:1,Hessen Kassel
Sa. 02.04.1983,19:00,SpVgg Fürth,2:2,Hannover 96
Mo. 04.04.1983,15:00,K. Offenbach,3:2,FC Augsburg
Mo. 04.04.1983,15:00,FSV Frankfurt,0:0,SC Freiburg
Fr. 22.04.1983,20:00,VfL Osnabrück,2:2,Stuttg. Kickers
So. 24.04.1983,15:00,Union Solingen,1:1,Bayer 05
