Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 09.04.1983,15:00,Wattenscheid 09,2:0,VfL Osnabrück
Sa. 09.04.1983,15:00,SpVgg Fürth,1:0,MSV Duisburg
Sa. 09.04.1983,15:00,Fortuna Köln,1:4,K. Offenbach
Sa. 09.04.1983,15:00,Darmstadt 98,1:1,W. Mannheim
Sa. 09.04.1983,15:00,Bayer 05,0:0,Lüttringhausen
Sa. 09.04.1983,15:00,Hessen Kassel,4:2,Schloß-Neuhaus
Sa. 09.04.1983,15:00,Hannover 96,3:1,Union Solingen
Mi. 13.04.1983,19:00,Stuttg. Kickers,1:0,FSV Frankfurt
Fr. 22.04.1983,18:15,SC Freiburg,1:1,RW Essen
Fr. 22.04.1983,20:00,Alem. Aachen,2:1,FC Augsburg
