Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 19.02.1983,15:00,FSV Frankfurt,1:3,K. Offenbach
Sa. 19.02.1983,15:00,Fortuna Köln,2:2,RW Essen
Sa. 19.02.1983,15:00,Hessen Kassel,3:1,SpVgg Fürth
Sa. 19.02.1983,15:00,FC Augsburg,2:1,Schloß-Neuhaus
Sa. 19.02.1983,15:00,Hannover 96,2:0,Wattenscheid 09
Sa. 19.02.1983,15:00,SC Freiburg,1:1,Darmstadt 98
Do. 31.03.1983,19:00,Stuttg. Kickers,4:1,MSV Duisburg
Sa. 02.04.1983,15:00,Alem. Aachen,0:1,VfL Osnabrück
Mo. 04.04.1983,15:00,Bayer 05,2:1,W. Mannheim
Mo. 04.04.1983,15:00,Lüttringhausen,1:0,Union Solingen
