Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 20.11.1982,15:00,K. Offenbach,3:2,Wattenscheid 09
Sa. 20.11.1982,15:00,Lüttringhausen,0:2,Hessen Kassel
Sa. 20.11.1982,15:00,FC Augsburg,2:2,Hannover 96
Sa. 20.11.1982,15:00,Schloß-Neuhaus,1:1,SpVgg Fürth
Sa. 20.11.1982,15:00,Union Solingen,2:3,RW Essen
Sa. 20.11.1982,15:00,Alem. Aachen,1:0,Stuttg. Kickers
Sa. 20.11.1982,15:00,Bayer 05,1:1,Fortuna Köln
Sa. 20.11.1982,15:00,W. Mannheim,3:0,MSV Duisburg
Sa. 20.11.1982,15:00,FSV Frankfurt,1:2,Darmstadt 98
Sa. 20.11.1982,15:00,VfL Osnabrück,3:0,SC Freiburg
