Datum,Uhrzeit,Heim,Ergebnis,Gast
Di. 24.08.1982,19:30,W. Mannheim,4:0,FC Augsburg
Di. 24.08.1982,19:30,Schloß-Neuhaus,1:2,K. Offenbach
Di. 24.08.1982,19:30,VfL Osnabrück,5:0,Lüttringhausen
Di. 24.08.1982,19:30,MSV Duisburg,0:1,Bayer 05
Di. 24.08.1982,19:30,SpVgg Fürth,2:1,Stuttg. Kickers
Di. 24.08.1982,19:30,Union Solingen,6:3,FSV Frankfurt
Di. 24.08.1982,19:30,RW Essen,0:1,Alem. Aachen
Di. 24.08.1982,19:30,Wattenscheid 09,0:2,Fortuna Köln
Di. 24.08.1982,19:30,Darmstadt 98,4:2,Hessen Kassel
Di. 24.08.1982,19:30,Hannover 96,0:2,SC Freiburg
