Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 11.09.1982,15:00,Darmstadt 98,1:0,Wattenscheid 09
Sa. 11.09.1982,15:00,Hannover 96,3:1,SpVgg Fürth
Sa. 11.09.1982,15:00,Alem. Aachen,3:1,W. Mannheim
Sa. 11.09.1982,15:00,Stuttg. Kickers,4:2,VfL Osnabrück
Sa. 11.09.1982,15:00,Bayer 05,4:0,Union Solingen
Sa. 11.09.1982,15:00,Lüttringhausen,4:2,Schloß-Neuhaus
Sa. 11.09.1982,15:00,FC Augsburg,2:0,K. Offenbach
Sa. 11.09.1982,15:00,SC Freiburg,1:1,FSV Frankfurt
Sa. 11.09.1982,15:00,Hessen Kassel,3:0,RW Essen
Sa. 11.09.1982,15:00,Fortuna Köln,2:0,MSV Duisburg
