Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 04.09.1982,15:00,VfL Osnabrück,1:2,Alem. Aachen
Sa. 04.09.1982,15:00,K. Offenbach,6:2,FSV Frankfurt
Sa. 04.09.1982,15:00,W. Mannheim,1:1,Bayer 05
Sa. 04.09.1982,15:00,MSV Duisburg,3:1,Stuttg. Kickers
Sa. 04.09.1982,15:00,RW Essen,2:4,Fortuna Köln
Sa. 04.09.1982,15:00,SpVgg Fürth,2:2,Hessen Kassel
Sa. 04.09.1982,15:00,Schloß-Neuhaus,1:0,FC Augsburg
Sa. 04.09.1982,15:00,Wattenscheid 09,0:3,Hannover 96
Sa. 04.09.1982,15:00,Darmstadt 98,2:3,SC Freiburg
Sa. 04.09.1982,15:00,Union Solingen,3:0,Lüttringhausen
