Datum,Uhrzeit,Heim,Ergebnis,Gast
Mi. 01.09.1982,15:00,Stuttg. Kickers,4:0,RW Essen
Mi. 01.09.1982,15:00,FSV Frankfurt,1:1,Schloß-Neuhaus
Mi. 01.09.1982,15:00,SC Freiburg,3:3,K. Offenbach
Mi. 01.09.1982,15:00,Bayer 05,4:2,VfL Osnabrück
Mi. 01.09.1982,15:00,Alem. Aachen,0:0,MSV Duisburg
Mi. 01.09.1982,15:00,Hessen Kassel,2:1,Wattenscheid 09
Mi. 01.09.1982,15:00,Lüttringhausen,5:2,W. Mannheim
Mi. 01.09.1982,15:00,Fortuna Köln,2:2,SpVgg Fürth
Mi. 01.09.1982,15:00,FC Augsburg,3:0,Union Solingen
Mi. 01.09.1982,15:00,Hannover 96,1:2,Darmstadt 98
